Name,logp1,logFC1
TCEANC2,0.89,-0.143538157
ZNF354A,0.19,-0.143456141
CPNE8,0.35,-0.14331754
PARP9,0.29,-0.143266042
C14orf159,0.22,-0.143051783
CECR5,1.85,-0.142889659
TTC21B,1.34,-0.142800649
THAP3,0.57,-0.142738978
SP1,0.23,-0.142672857
SERPINB1,2.23,-0.14259847
PTTG1;PTTG2;PTTG3P,0.41,-0.142580032
PSMG3,0.13,-0.142137845
TEAD4,0.45,-0.142044703
NTHL1,0.94,-0.141998927
ACOT11,0.25,-0.141909917
SIRT3,0.68,-0.141689301
ASB9,0.20,-0.14161555
PTCD2,0.22,-0.141504288
EIF2A,0.40,-0.141426086
AP3M1,0.91,-0.141321818
RANGRF,0.98,-0.14112854
PON2,0.21,-0.140970866
ALDOC,0.54,-0.140964508
PWP2,2.78,-0.140879949
KIF5B,1.17,-0.140834173
DCUN1D4,0.10,-0.140820185
DCP1A,2.17,-0.140726089
SKIV2L2,0.38,-0.140670776
GLT8D2,0.21,-0.140644073
C1orf52,0.19,-0.140581131
PKM,0.35,-0.140567144
FGFR1OP,0.34,-0.140549342
ZC3HAV1,0.29,-0.140424728
STRA13,0.61,-0.140197754
SEPT7,0.44,-0.139914195
MKL2,0.65,-0.139842351
CRELD2,1.00,-0.139822642
FLVCR1,0.31,-0.139815013
ATP5C1,0.76,-0.139649709
DSCC1,0.35,-0.139530818
PPIL3,0.45,-0.139511744
NDUFAF1,1.11,-0.139283498
SRP68,0.32,-0.139202754
USP15,0.33,-0.139200846
RAP1A,0.38,-0.139134725
ECHS1,0.34,-0.138940811
TXNDC15,0.45,-0.138926188
MAPK14,0.76,-0.138561885
DLST,0.80,-0.138479233
KLHDC3,1.21,-0.138369878
SAP30L,0.84,-0.138339996
CCNT2,0.48,-0.138285955
LDLR,1.22,-0.138264338
FAM122A,0.45,-0.13818423
ACADM,1.96,-0.138048808
KIF5A,0.43,-0.138031642
CA12,0.39,-0.137664159
MOCS2,0.30,-0.137619019
AUH,0.17,-0.137456258
MKRN1,0.32,-0.137427648
ZC3HAV1L,0.41,-0.137389501
MRPL50,0.31,-0.137379964
PCOLCE2,0.12,-0.137365341
CTNNA1,0.39,-0.137306213
ARHGDIB,0.19,-0.1371816
STAU2,0.15,-0.137172063
FAM177A1,0.35,-0.137163162
ZNF480,0.24,-0.136870066
QRSL1,0.92,-0.13664945
SORT1,1.05,-0.136566798
SFXN5,0.62,-0.136464437
MAN2C1,0.30,-0.136339823
SNAPC3,1.27,-0.136306127
ZFC3H1,0.85,-0.136128108
DEK,0.49,-0.136098226
SLU7,0.67,-0.136084874
USP48,0.38,-0.136043549
USP22,0.42,-0.135956446
PFN1,0.33,-0.135756811
MAT2A,0.55,-0.135590871
PDF,0.28,-0.135568619
SMIM10L1,0.15,-0.13552475
LETMD1,0.13,-0.135403315
H2AFV;H2AFZ,0.12,-0.135393143
STXBP6,1.32,-0.135363897
ZNF263,0.18,-0.135294596
CERS4,0.27,-0.135174433
NSMAF,0.51,-0.134892146
CIR1,1.18,-0.134812673
GABARAPL2,0.29,-0.134691238
PRMT3,0.24,-0.134646734
LMAN2L,1.29,-0.134588242
PRPF4B,0.56,-0.134485245
ISL2;ISL1,0.34,-0.134296417
NIP7,0.40,-0.134261449
JAM3,1.13,-0.13408788
CLK3,0.46,-0.134077072
RUVBL2,0.58,-0.13383611
SRSF5,0.14,-0.13366127
NUP85,0.42,-0.133441925
LRBA,0.18,-0.1334095
USP30,0.38,-0.133012136
DCHS1,0.23,-0.132938385
CNRIP1,1.78,-0.132895152
BCL2,0.22,-0.132894516
MED10,0.21,-0.132892609
ANKRD32,0.30,-0.132882436
WAC,0.65,-0.132876078
WIBG,0.74,-0.132619858
NBN,1.77,-0.132530212
PDIA5,0.76,-0.132464727
GRHPR,2.19,-0.132391612
PIEZO1,0.43,-0.132379532
DHFR,0.90,-0.13227272
MAN1A1,1.47,-0.132212321
GCA,0.67,-0.132209778
CDCA7L,0.69,-0.132129033
BRD8,0.91,-0.132024765
KARS,0.23,-0.132023493
GMFB,1.21,-0.131884893
OSER1,0.13,-0.131832759
LMAN2,1.31,-0.131739299
SLC25A15,0.58,-0.131535848
ZNF592,0.27,-0.131474813
GLTP,0.56,-0.131395976
RECQL5,1.65,-0.13129425
DNAJC17,0.36,-0.131203334
SLC26A2,0.81,-0.131158193
SAMM50,2.62,-0.131052653
LMCD1,0.34,-0.131046295
ANGPT2,0.19,-0.130992254
SMARCA1,0.51,-0.130922318
EMB,1.22,-0.130821864
DNAJA3,0.69,-0.130779902
RBMXL1,0.49,-0.130717595
SSBP3,0.27,-0.130662282
C8orf59,0.65,-0.130592982
IL1RAP,0.29,-0.130427043
FKBP3,0.24,-0.130252202
E2F8,0.45,-0.130134583
TVP23C;TVP23B,0.32,-0.130028407
CHCHD4,0.90,-0.130013148
HERPUD1,0.53,-0.130003611
PGGT1B,0.25,-0.129898071
SPNS1,0.19,-0.129744212
ANXA1,0.66,-0.129712423
THYN1,0.50,-0.129573186
FAIM,1.10,-0.129465739
LCHN,0.73,-0.129392624
ARF3,0.77,-0.129249573
OSGEPL1,0.28,-0.12922287
SEPT3,0.52,-0.129005432
RPL15,0.42,-0.128863017
FBN2,0.92,-0.128787994
RIF1,0.23,-0.128643036
NAB1,1.46,-0.128511429
WWC1,0.29,-0.128401438
CENPK,0.80,-0.128344218
MCM10,0.45,-0.128263474
CBWD3;CBWD5;CBWD6;CBWD1,1.72,-0.128002803
UBE2S,1.55,-0.127978007
CNOT7,0.31,-0.127909342
FMNL1,1.90,-0.127802531
PKM,1.10,-0.127756119
EXTL2,0.21,-0.127751033
FNIP1,0.44,-0.127744675
HMGA1,0.06,-0.127350489
EIF5B,0.16,-0.127295812
SERF2,0.19,-0.127258301
MAPK9,0.49,-0.127223333
COPS8,1.94,-0.127212524
CHEK1,0.91,-0.127122879
TMX1,1.76,-0.127117793
HIST2H2AB,0.99,-0.127098719
TP53BP1,0.52,-0.126921972
SUCLA2,0.62,-0.126892726
LNPEP,1.92,-0.126807531
CTNNB1,2.53,-0.126768748
ZNF250,0.25,-0.126712163
ERP29,0.51,-0.126541773
PIGK,0.19,-0.126323064
INSR,0.95,-0.126277288
RPL28,0.25,-0.126273473
RNASEH2B,0.27,-0.126229604
TGDS,1.16,-0.126146317
C11orf54,0.87,-0.126097361
USF1,0.63,-0.126050313
WDR19,0.38,-0.12588501
ACTR8,1.79,-0.125863393
OTUB2,0.31,-0.125813166
PPWD1,0.48,-0.125746409
CSRP2,2.46,-0.125670115
TIMM9,0.25,-0.125554403
SLX4IP,0.22,-0.125464122
SDHD,2.01,-0.125291824
SLC15A4,0.27,-0.12524732
OSBPL2,1.52,-0.125244141
SET,0.42,-0.125207265
STK10,0.41,-0.124968847
ACAA2,1.85,-0.124901454
FHL3,0.76,-0.124774297
CD47,0.42,-0.124451955
ABCD4,0.49,-0.124390284
STMN3,0.51,-0.12438647
MRPL33,0.49,-0.124286016
SH3PXD2B,0.42,-0.124154409
ATP5F1,0.45,-0.124066035
IST1,0.18,-0.123817444
PRMT5,1.71,-0.123732885
NAP1L5,0.12,-0.123727798
SRP14,0.35,-0.123654048
EIF3M,0.19,-0.12355423
RALA,0.42,-0.12353452
NEK9,2.02,-0.123533885
HSD17B7,0.18,-0.123461405
FBXO21,0.29,-0.123396556
NMRK1,0.31,-0.12317721
SCARB1,0.37,-0.123156865
NDUFB5,0.18,-0.123121262
RNF138,0.31,-0.12291654
CPSF3L,0.41,-0.122895559
USP40,0.56,-0.122859955
PRDX5,0.48,-0.122590383
C12orf29,0.82,-0.12253952
RBPMS2,0.39,-0.122475942
DDX26B,0.25,-0.122435888
HMGB3,0.21,-0.122085571
DCP2,0.99,-0.12204361
MGME1,0.19,-0.121975581
PGM2L1,0.80,-0.121816635
MRPL51,0.34,-0.121736526
EIF3J,0.52,-0.12167422
SMN1,0.19,-0.121507009
TCEAL1,0.28,-0.121472041
HMMR,0.77,-0.121437073
MRPS36,0.16,-0.121335347
OGDHL,0.08,-0.12133344
UFM1,0.21,-0.121124268
VPS13A,0.24,-0.120759328
MBD4,1.97,-0.120672226
FAR1,1.22,-0.120651245
RPL35,0.40,-0.120598475
RPRD2,0.19,-0.120548248
RPL27A,0.36,-0.120494207
CENPP,0.47,-0.120492299
HECTD4,0.18,-0.12015597
MAK16,1.37,-0.120140076
TSPAN4,0.37,-0.120119095
RPS6,0.21,-0.119984945
CLASP1,1.25,-0.119849523
KBTBD4,0.52,-0.119838079
ACSF3,1.82,-0.11982282
RND3,0.50,-0.11982282
TMUB2,0.18,-0.119716009
CYBA,0.79,-0.119698207
CCDC137,1.31,-0.119666417
ASXL1,0.26,-0.11962382
ACYP1,1.59,-0.119579951
ETS1,0.35,-0.119483312
PDHX,1.66,-0.119461695
USMG5,0.56,-0.119401932
TXNDC17,1.02,-0.119306564
TLCD1,0.63,-0.119281769
MPHOSPH6,0.26,-0.119243622
CLEC2B,0.33,-0.119237264
MRPL53,1.29,-0.119143168
DDX11;DDX11L8;DDX12P,0.90,-0.1190389
PAIP2B,0.13,-0.119004567
BNIP3,0.16,-0.118913651
TCOF1,0.11,-0.118757248
YY1,0.26,-0.118591309
TFAP4,0.50,-0.118432999
RBM19,0.33,-0.11831665
SON,0.09,-0.118179321
MTRR,0.44,-0.117891947
CC2D2A,0.32,-0.117842356
ALDH4A1,0.77,-0.11774381
TMEM223,0.34,-0.11767451
CLN5,0.19,-0.117537181
HLTF,0.81,-0.117502213
RFK,0.49,-0.117452621
SDSL,0.69,-0.117274602
ABHD17C,0.28,-0.117220561
KIAA1143,0.28,-0.117031733
MPST,0.20,-0.116989136
ARRB1,0.36,-0.116944631
ADSL,1.45,-0.116920471
QIL1,0.40,-0.116864522
VDAC3,0.59,-0.11684672
PARP12,1.17,-0.116819382
ARFIP2,0.54,-0.116729101
KIAA0391,0.87,-0.116349538
XPNPEP3,0.38,-0.116146088
NIFK,0.40,-0.116044998
FDXR,0.32,-0.1159935
CDK12,0.56,-0.115956624
CHTF8,0.21,-0.115929286
MMAB,0.45,-0.115910212
NMD3,0.60,-0.115894953
MRGBP,0.27,-0.115603129
PUS7L,0.21,-0.115561167
FAM169A,0.15,-0.115389506
ERCC6L2,0.40,-0.115365346
GDAP1,1.10,-0.115193685
CDC6,0.95,-0.115131378
SEPT7,0.32,-0.115130107
BNIP3L,0.17,-0.115060806
HIST1H1D,0.16,-0.114981969
SKP2,0.32,-0.11497434
IDH3B,0.53,-0.11489741
VPS13C,0.59,-0.114776611
LAMA1,0.33,-0.114759445
ANKRD26,0.22,-0.114664714
ROBO1,1.18,-0.114589691
FBXW11,0.70,-0.114571889
PFKFB3,0.77,-0.114558538
MTFP1,1.43,-0.114454269
PIK3C2B,0.36,-0.114427567
SLC16A1,0.09,-0.114265442
GPHN,0.33,-0.114184062
DENND4A,0.83,-0.114061356
PPIB,0.27,-0.114003499
SRD5A3,0.44,-0.113966624
SDF2L1,0.52,-0.113907496
WT1,0.16,-0.113861084
RALGAPB,0.48,-0.113702774
FTL,0.07,-0.113637288
PTPRA,0.74,-0.113526662
C6orf1,0.65,-0.11330986
FAM101A,0.93,-0.113229116
UBA52,0.12,-0.113194148
SUCLG1,1.12,-0.113090515
SNX18,0.60,-0.113087336
SLC43A3,0.32,-0.112986883
AK4,1.42,-0.112888972
NUP37,1.85,-0.11276118
FBXO28,1.78,-0.11267662
PDCD5,0.23,-0.11265564
PDSS2,0.26,-0.112655004
C1orf109,0.13,-0.112644831
RNF214,0.77,-0.112603505
ESCO2,0.28,-0.112536112
TJP1,0.22,-0.112440745
HAUS6,1.45,-0.112389247
PLAA,0.28,-0.112338384
TKT,0.27,-0.112136841
GLS,0.18,-0.112056096
MOXD1,0.13,-0.111940066
DNAJA1,1.11,-0.111853917
NOB1,0.50,-0.111845652
NT5C,0.42,-0.111759186
COG3,0.64,-0.111745199
LUC7L3,0.19,-0.111707687
HNRNPA0,1.09,-0.11170578
WDR45B,0.41,-0.111696243
SP3,0.23,-0.111677806
SLFN11,1.81,-0.111619314
HYOU1,0.34,-0.111534754
IPO8,0.98,-0.11137708
C2orf49,0.39,-0.111265818
UBE2I,0.18,-0.111253738
SLC7A3,0.23,-0.111247381
UQCRH;UQCRHL,0.36,-0.111227036
ZC3H14,0.34,-0.111172358
PPIH,0.25,-0.111056646
SLC39A1,0.17,-0.110985438
AVL9,0.46,-0.110954285
NETO2,0.41,-0.110880534
NUFIP2,0.33,-0.110720317
ZNF652;ZBTB47,0.22,-0.110665639
DTL,1.29,-0.110482534
H1FX,0.36,-0.1104304
DLX6,0.19,-0.110369364
HADHA,0.60,-0.110344569
ZNF581,0.27,-0.110250473
PSME3,0.33,-0.110225042
TPMT,0.46,-0.11016655
SCARF1,1.28,-0.110145569
STX18,0.33,-0.110123952
APIP,0.22,-0.11009407
SUSD4,0.07,-0.110063553
ETFDH,1.32,-0.109640121
HBEGF,0.32,-0.109608332
LMO4,0.77,-0.109518687
OAS3,0.60,-0.109181086
DNAJC5,0.07,-0.109018962
SLC25A11,0.48,-0.108977
ESX1,0.19,-0.108882268
TUBA4A,0.19,-0.108858109
SIL1,1.37,-0.108825048
MRPS2,1.65,-0.108818054
CCNK,0.32,-0.108781815
NFS1,2.13,-0.108720779
FLNB,0.64,-0.10861969
B4GALT7,0.23,-0.108599345
PDE8B,0.29,-0.108597438
ITPA,0.64,-0.108444214
UNKL,0.08,-0.108429591
AP1B1,0.60,-0.108383814
AKT2,0.45,-0.108382543
TRA2A,1.02,-0.108334859
EEF1A2,0.19,-0.108253479
SLC25A20,0.76,-0.108219783
SORBS1,0.38,-0.108132044
C2orf69,1.85,-0.108080546
HINT3,0.12,-0.108046214
PRAME,0.19,-0.108044306
MED31,0.17,-0.108035405
SCAMP1,0.42,-0.108002345
KLF5;KLF7,0.10,-0.107744217
STAM2,2.59,-0.107666016
MTR,1.23,-0.107640584
DGKA,0.65,-0.107617696
EMSY,0.65,-0.107437134
AP5M1,0.17,-0.107416153
LANCL1,0.24,-0.107036591
PUSL1,0.48,-0.107021332
SNRNP27,0.29,-0.10695521
HNRNPC,0.19,-0.106941223
RPLP2,0.23,-0.106862386
SARNP,0.37,-0.10665067
ST13;ST13P5;ST13P4,0.15,-0.106582006
ABCC4,3.05,-0.106395086
NPM3,0.65,-0.106393814
IFIH1,0.16,-0.10624822
TOP1,0.35,-0.106216431
NAIF1,0.48,-0.106190364
ARMC9,0.37,-0.106122971
DDX20,0.57,-0.106035868
ERCC8,0.94,-0.106015523
MAML1,1.20,-0.105945587
MIF,0.37,-0.105904897
MAT2B,0.78,-0.105884552
LYPLAL1,0.61,-0.105717341
SFPQ,0.77,-0.105473836
TRMU,1.42,-0.105384191
TUBB2A,0.18,-0.105381648
FASTKD3,1.27,-0.105364482
DCXR,0.56,-0.105331421
BOD1L1,0.32,-0.105307897
DTWD2,0.34,-0.105265935
LRPAP1,0.23,-0.105138779
CDK5,0.38,-0.105121613
DDX10,0.54,-0.105059942
RRN3,0.50,-0.105047862
HIST1H4A,0.18,-0.10499382
MTG1,1.41,-0.104988098
AK2,0.66,-0.104945501
PAFAH1B1,0.16,-0.104929606
MTFMT,0.63,-0.104868571
GATB,0.42,-0.10485967
NSUN2,0.72,-0.104753494
VPS39,0.19,-0.10474968
DCP1B,0.19,-0.104663213
TTC5,0.37,-0.104652405
HDGFRP2,0.17,-0.104633331
BRF1,0.52,-0.104525248
NRP1,1.20,-0.104490916
OLA1,0.15,-0.104462941
LRRC58,0.60,-0.104412079
PRKCZ,0.62,-0.104349772
BCKDHA,0.40,-0.104289373
ZNF511,0.49,-0.104110718
PPOX,0.56,-0.104101181
OGDH,0.30,-0.104089737
AAR2,0.35,-0.104040782
BTN2A1,0.58,-0.104016622
ACOT13,0.44,-0.103959401
NSA2,0.33,-0.103865306
P4HB,0.20,-0.103802999
RPS15,0.08,-0.103772481
DUT,0.08,-0.103713989
RAB15,0.24,-0.103619893
UNC13B,0.47,-0.103529612
PNO1,0.44,-0.103502274
MYH10,0.34,-0.103477478
TRMT10A,0.16,-0.103471756
FERMT2,0.55,-0.103396098
RDH11,0.40,-0.103315989
CPT2,2.58,-0.103286743
PES1,1.65,-0.103203456
RTFDC1,0.15,-0.103188833
IFT122,0.55,-0.103064855
IPO11,0.90,-0.102881749
TBRG4,0.72,-0.102853775
FOXF2,0.35,-0.102846146
FECH,1.24,-0.102772395
ABHD6,0.48,-0.102695465
C1orf123,0.63,-0.102662404
SH3BP5L,0.27,-0.102651596
RAB27A,0.32,-0.102641424
HS2ST1,0.23,-0.102627436
PTPN21,0.66,-0.102624893
MRRF,1.57,-0.102551778
PPAP2A,0.35,-0.102518717
GMNN,0.13,-0.102502187
ALG5,0.38,-0.102424622
SSR4,0.67,-0.102420807
ZBTB48,0.29,-0.102350871
TM2D1,0.45,-0.102348963
SLC31A1,0.29,-0.102210363
EDEM2,0.22,-0.102177302
PIK3R1,0.92,-0.102168401
GSTK1,0.41,-0.102114995
RPL29,0.29,-0.102055232
PGM1,1.15,-0.101969401
CCDC53,1.23,-0.101726532
JMJD6,0.61,-0.101697286
PRRC2C,0.36,-0.101495743
CDC26,0.13,-0.101433436
CD81,0.11,-0.101412455
COA7,0.18,-0.101410548
GTPBP6,1.37,-0.101385752
BCAS2,0.47,-0.101266861
MRE11A,0.91,-0.101192474
CDK7,0.35,-0.101183573
NSMCE2,0.97,-0.101126989
HMBOX1,0.15,-0.101118088
NUFIP1,0.96,-0.10107104
ABHD10,0.19,-0.101037343
WDSUB1,0.75,-0.100990295
DXO,0.31,-0.100947062
TSFM,0.44,-0.100901922
LCOR,0.22,-0.100896835
MTERF4,0.88,-0.100890477
SMYD2,0.37,-0.100826899
GTF2B,0.43,-0.100825628
UTP14A,0.27,-0.100801468
C2orf68,0.25,-0.100753784
UTP11L,0.51,-0.100671768
PTPRG,0.56,-0.100638707
NOP2,0.79,-0.100606918
UBE2V2,0.62,-0.100605647
TCEB3CL2,0.23,-0.100524902
TAF9,0.52,-0.100487391
CHMP1A,0.32,-0.100390116
EMC8,0.32,-0.10038503
PDLIM7,1.40,-0.100363413
TM7SF3,0.22,-0.100322088
AHR,1.04,-0.100208282
ACAD9,1.00,-0.10017395
BOLA2,0.87,-0.100147883
CD46,0.13,-0.100138982
NDST1,0.82,-0.100124995
C1orf159,0.11,-0.100100199
ZDHHC20,0.07,-0.100083033
SLC11A2,0.09,-0.100006104
IPO5,0.51,-0.099977493
XRN2,0.30,-0.099957784
OXA1L,0.23,-0.099800746
SALL2,0.30,-0.099782308
PABPC1;PABPC3,1.00,-0.099696477
FUS,0.42,-0.099687576
TDRKH,0.83,-0.099647522
PC,0.36,-0.099639257
RBFA,0.56,-0.099618276
SNRPF,0.38,-0.099587123
PRKACB,0.15,-0.0995725
GTF3A,0.47,-0.09952418
VWA8,0.79,-0.099506378
ZCCHC2,0.15,-0.099221547
RUNX1,1.31,-0.09920756
VAPB,0.15,-0.099201202
NOL9,0.36,-0.099196116
HN1L,0.61,-0.099192301
UBFD1,0.32,-0.099108378
AP3B1,0.86,-0.099092484
NUTF2,1.12,-0.099074682
SETMAR,1.02,-0.098877589
ERI1,0.32,-0.098854065
NLE1,0.61,-0.098681768
HSP90B1,0.48,-0.098650614
TMA16,0.17,-0.098581314
GTPBP10,0.85,-0.098577499
EAPP,0.20,-0.098503749
EIF3L,1.07,-0.098432541
GRN,0.27,-0.098422368
REEP4,0.31,-0.098418554
RAB35,0.25,-0.098416011
THOC2,0.26,-0.09839503
C7orf55;LUC7L2,0.26,-0.098353704
APOE,0.14,-0.098336538
ZHX1,0.20,-0.098297755
LPCAT3,0.36,-0.098249435
UTP20,0.48,-0.098175685
TNS3,0.93,-0.098026911
SLC35F6,0.85,-0.098010381
QSER1,0.33,-0.097835541
ZNF451,0.13,-0.097805659
GNL2,1.30,-0.097724915
TUFM,0.76,-0.097599665
SAP30BP,0.23,-0.097465515
GALNT18,0.30,-0.097377777
TBP;TBPL2,1.79,-0.097160975
ZNF593,0.17,-0.097106298
RHOA,0.17,-0.097034454
PARP16,0.32,-0.096952438
ZMYM6NB,0.17,-0.096937815
CTSS,0.49,-0.096812566
MELK,0.23,-0.096778234
ERCC5,0.98,-0.096668243
ZMAT5,0.21,-0.0966657
UTP23,0.20,-0.096648534
PDHB,0.49,-0.096549988
SPRED2,0.21,-0.09654363
TERF1,0.32,-0.096446991
ACSS1,0.36,-0.096393585
NMNAT1,0.53,-0.096384048
MRPS18B,0.29,-0.09629631
RUVBL1,0.31,-0.096207937
RAB18,1.01,-0.096199671
DDX60,0.51,-0.096148809
YWHAZ,0.16,-0.096113205
KRIT1,0.12,-0.096088409
TRMT13,0.26,-0.096083323
RPL7L1,1.51,-0.095986048
EIF5A;EIF5AL1,0.15,-0.095984777
ZDHHC20,0.07,-0.095864614
ZNF195,0.09,-0.095672607
SOD1,0.19,-0.095616659
SLFN13,1.52,-0.095563253
PFAS,0.66,-0.095502218
KNSTRN,0.10,-0.095172882
TUBB8,0.21,-0.095113754
AGFG1,0.74,-0.094985326
CSNK1G1;CSNK1G2;CSNK1G3,0.31,-0.094795863
COPS7B,0.38,-0.094753901
TMTC4,0.21,-0.09464709
TYW3,0.88,-0.094636281
RDH13,1.35,-0.094631195
BRCA1,0.17,-0.094593048
PRKAA2,0.61,-0.094519933
LIN28B,0.15,-0.094467799
COA1,1.30,-0.094434102
STARD3,1.10,-0.094371796
MAZ,0.59,-0.094353358
ATF2,0.50,-0.094348907
SLC9A1,0.24,-0.094320933
TPM1,0.22,-0.094278971
EMG1,1.67,-0.09424909
TMEM126B,0.11,-0.094203949
ABL1,0.07,-0.094153722
ARV1,0.24,-0.094144185
WDR77,0.29,-0.09406662
STAT1,0.38,-0.093994141
GSTP1,0.13,-0.09389623
PFKP,0.81,-0.093826294
PCBD2,0.14,-0.093825658
TJP1,0.12,-0.093764623
WDR3,0.97,-0.093755086
C14orf1,0.33,-0.093741735
PTX3,0.49,-0.093651454
TRMT12,0.49,-0.093648911
SMARCB1,0.75,-0.0936203
CCDC59,2.18,-0.093598048
BBIP1,0.23,-0.093472163
FKBP5,0.15,-0.09333547
MSH3,0.39,-0.093290329
PAK1,0.36,-0.093240738
TMA7,0.33,-0.093215942
RIPK1,1.47,-0.093120575
GNAI3,0.86,-0.093113581
PTMS,0.13,-0.093077977
KIF13B,0.50,-0.092842738
GOT1,1.96,-0.092743556
VIMP,0.36,-0.092718124
RHOT2,1.62,-0.092669169
ATAD5,0.84,-0.092631658
ATP5J,0.82,-0.092571259
MAGOH;MAGOHB,0.26,-0.092432022
PARVB,0.29,-0.092371623
SRM,0.99,-0.092362086
C1QTNF6,0.07,-0.092309952
OSBPL11,1.32,-0.092278163
PLOD2,0.60,-0.092241287
RAD51C,1.61,-0.092220306
TUBB2B,0.09,-0.09204483
PHF5A,0.82,-0.092009226
C5orf51,0.39,-0.092006683
RSAD1,0.15,-0.09197998
DOCK1,1.47,-0.091758728
SMYD5,0.29,-0.091750463
COPS2,2.09,-0.091681798
PLEK2,1.57,-0.091663361
PHC1,0.59,-0.091516495
ATAD2B,0.44,-0.091451009
GPI,0.42,-0.091402054
LYAR,0.17,-0.091370265
VAPA,0.13,-0.091357549
NMT1,0.24,-0.091340383
HELB,0.18,-0.091268539
SNRPD1,0.31,-0.091190338
RBM26,0.36,-0.091182709
TTC17,0.18,-0.091164271
NAP1L4,0.26,-0.091152827
CADM1,0.49,-0.091056824
RPL19,0.30,-0.091033936
ATP1B3,1.18,-0.090998332
TMED10,0.19,-0.090889613
DNAJB14,0.27,-0.09084638
ZC3H3,0.96,-0.090784709
GPS1,1.86,-0.090759913
RIC8B,0.23,-0.090756734
KTN1,0.25,-0.09074084
ZW10,0.66,-0.09068044
RPL23A,0.13,-0.090538025
TBC1D9B,0.16,-0.090378443
CCDC43,0.27,-0.09036382
YARS,0.28,-0.090319316
CBR4,1.66,-0.090192159
DGAT1,0.21,-0.090137482
FLRT3,0.08,-0.090012232
GINS2,0.09,-0.089769999
UNC119B,0.23,-0.089705149
EIF6,0.24,-0.0896492
TPRG1L,1.94,-0.089617411
DDX39B,0.43,-0.089543025
OXSM,1.98,-0.089490255
GDI2,0.17,-0.089488983
CSTB,0.11,-0.08948644
COX4I1,0.33,-0.089458466
GEMIN2,0.05,-0.089456558
PATZ1,0.47,-0.089359283
SPEN,0.58,-0.089306513
GNB2L1,1.58,-0.089207331
TSPAN14,0.33,-0.089202881
DMWD,1.29,-0.089171727
OS9,0.26,-0.089131037
BSG,0.11,-0.089061101
DBR1,0.24,-0.089001338
ANKS3,0.15,-0.088900884
SUDS3,0.21,-0.08888944
CDK5RAP1,0.21,-0.088870366
HSBP1,0.14,-0.088855108
GPATCH1,0.56,-0.088837941
YKT6,0.20,-0.088804881
PARPBP,0.75,-0.088791529
TSTA3,1.23,-0.088768005
EIF1;EIF1B,0.06,-0.088700612
ECSIT,0.52,-0.088660558
CDK8,0.38,-0.088610331
WDHD1,0.58,-0.088575999
MTDH,0.21,-0.088557561
BID,0.11,-0.088434219
HSCB,0.54,-0.088420232
FTO,0.72,-0.088408152
FPGT,0.97,-0.088339488
B9D2,0.26,-0.088330587
HEXB,0.82,-0.088314692
TIMELESS,0.55,-0.088295619
HMGXB3,0.41,-0.088287989
TMEM167A,0.13,-0.088200251
FOXC2,1.18,-0.088125865
GFM1,1.15,-0.088102976
RPS24,0.32,-0.088098526
DGCR2,0.75,-0.088077545
COPS3,0.89,-0.08795166
G6PC3,0.97,-0.087941488
NT5E,2.13,-0.08792305
RRP36,0.65,-0.087848028
PRDX1,0.14,-0.087750117
BPHL,0.51,-0.087698619
GOT2,0.30,-0.087668737
RPL37,0.15,-0.08757019
ZNF432,0.05,-0.087537766
C11orf98,0.14,-0.087394714
PDPK1;PDPK2P,1.33,-0.087368011
NUDCD1,1.22,-0.087333679
THOC1,0.82,-0.087294261
NUDT5,0.19,-0.087266286
GLS,0.34,-0.087254206
RPTOR,0.79,-0.087252299
RANBP2,0.21,-0.087180456
AARSD1,0.58,-0.087162654
PGK1,0.04,-0.0871315
HN1L,0.26,-0.087123871
ANAPC7,1.11,-0.086861293
SGSH,0.10,-0.086816788
ZNF620,0.18,-0.086783091
IBTK,0.73,-0.086750666
SP4,0.47,-0.086723963
WDR33,2.32,-0.08642451
RAB1A,0.25,-0.08627828
FBRSL1,0.77,-0.08625412
RNF139,0.14,-0.086216609
MYO1D,0.21,-0.086170197
LCP1,0.21,-0.086130142
PRIM1,0.27,-0.086018244
BAZ2A,1.33,-0.086003621
EFTUD2,1.20,-0.08577919
TMEM39B,0.31,-0.08572642
FBXO11,0.91,-0.085688273
SLC25A19,1.15,-0.08562088
FKBP4,0.45,-0.085578283
TRMT5,0.25,-0.085561117
TP73,0.35,-0.085324605
FABP5,0.21,-0.085320791
DBT,0.32,-0.085095723
ORMDL2,0.10,-0.085058848
TMEM199,0.31,-0.085002899
STRN3,0.21,-0.084874471
LRBA,0.25,-0.084870656
LTA4H,1.78,-0.084839503
RPRD1B,0.39,-0.084831874
ZBED5,0.26,-0.084805171
ATPAF1,0.59,-0.084711711
LOXL1,0.07,-0.084700902
KIAA0319L,0.06,-0.084570567
PCNA,0.45,-0.084566116
TERF2,0.51,-0.084562302
MME,0.52,-0.084498088
DPH5,0.52,-0.084485372
USP19,1.82,-0.084408442
LEPROT,0.12,-0.084405263
TSPAN31,0.22,-0.084377925
SMAP1,0.10,-0.084346135
SAFB2,0.64,-0.084301631
TSEN54,0.51,-0.084234238
PITPNB,0.34,-0.084171295
HSDL1,0.26,-0.084145228
ATP5J2,0.19,-0.083898544
COG1,0.63,-0.083881378
ZWILCH,0.31,-0.083880107
TOMM22,0.18,-0.083787918
KIAA1598,0.48,-0.083717982
